query_id,query_pattern,latency_ms,result_rows,result_preview,error,mode
T153,Temporal,29.85,600,"{'_source': {'id1': 'id073', 'id2': 'id049', 'value': 33.791578}}",,asap
T154,Temporal,28.33,600,"{'_source': {'id1': 'id002', 'id2': 'id022', 'value': 84.200308}}",,asap
T155,Temporal,28.51,600,"{'_source': {'id1': 'id056', 'id2': 'id025', 'value': 62.697283}}",,asap
T156,Temporal,28.36,600,"{'_source': {'id1': 'id039', 'id2': 'id049', 'value': 43.963459}}",,asap
T157,Temporal,28.56,600,"{'_source': {'id1': 'id059', 'id2': 'id024', 'value': 62.94387}}",,asap
T158,Temporal,31.30,600,"{'_source': {'id1': 'id051', 'id2': 'id087', 'value': 83.361409}}",,asap
T159,Temporal,28.70,600,"{'_source': {'id1': 'id018', 'id2': 'id075', 'value': 56.523123}}",,asap
T160,Temporal,16.66,600,"{'_source': {'id1': 'id059', 'id2': 'id036', 'value': 96.103583}}",,asap
T161,Temporal,28.30,600,"{'_source': {'id1': 'id083', 'id2': 'id071', 'value': 83.099942}}",,asap
T162,Temporal,23.93,600,"{'_source': {'id1': 'id062', 'id2': 'id014', 'value': 18.431335}}",,asap
T163,Temporal,29.10,600,"{'_source': {'id1': 'id031', 'id2': 'id065', 'value': 50.121874}}",,asap
T164,Temporal,32.10,600,"{'_source': {'id1': 'id037', 'id2': 'id023', 'value': 85.030078}}",,asap
T165,Temporal,28.70,600,"{'_source': {'id1': 'id027', 'id2': 'id064', 'value': 38.728013}}",,asap
T166,Temporal,27.26,600,"{'_source': {'id1': 'id049', 'id2': 'id029', 'value': 78.181815}}",,asap
T167,Temporal,30.24,600,"{'_source': {'id1': 'id090', 'id2': 'id038', 'value': 44.61761}}",,asap
T168,Temporal,22.10,600,"{'_source': {'id1': 'id049', 'id2': 'id010', 'value': 41.985574}}",,asap
T169,Temporal,27.98,600,"{'_source': {'id1': 'id077', 'id2': 'id040', 'value': 27.211263}}",,asap
T170,Temporal,19.73,600,"{'_source': {'id1': 'id088', 'id2': 'id076', 'value': 80.368029}}",,asap
T171,Temporal,21.98,600,"{'_source': {'id1': 'id052', 'id2': 'id068', 'value': 35.455565}}",,asap
T172,Temporal,28.97,600,"{'_source': {'id1': 'id055', 'id2': 'id015', 'value': 87.656136}}",,asap
T173,Temporal,16.97,600,"{'_source': {'id1': 'id084', 'id2': 'id010', 'value': 51.713073}}",,asap
T174,Temporal,28.49,600,"{'_source': {'id1': 'id060', 'id2': 'id040', 'value': 35.390286}}",,asap
T175,Temporal,20.82,600,"{'_source': {'id1': 'id019', 'id2': 'id004', 'value': 68.793567}}",,asap
T176,Temporal,28.53,600,"{'_source': {'id1': 'id020', 'id2': 'id054', 'value': 42.956472}}",,asap
T177,Temporal,29.00,600,"{'_source': {'id1': 'id071', 'id2': 'id051', 'value': 88.09817}}",,asap
T178,Temporal,29.33,600,"{'_source': {'id1': 'id023', 'id2': 'id002', 'value': 51.968371}}",,asap
T179,Temporal,21.64,600,"{'_source': {'id1': 'id020', 'id2': 'id014', 'value': 19.986909}}",,asap
T180,Temporal,27.99,600,"{'_source': {'id1': 'id012', 'id2': 'id085', 'value': 72.356932}}",,asap
T181,Temporal,28.02,600,"{'_source': {'id1': 'id015', 'id2': 'id035', 'value': 15.759113}}",,asap
T182,Temporal,28.32,600,"{'_source': {'id1': 'id025', 'id2': 'id075', 'value': 32.172302}}",,asap
T183,Temporal,28.18,600,"{'_source': {'id1': 'id067', 'id2': 'id073', 'value': 69.684568}}",,asap
T184,Temporal,28.69,600,"{'_source': {'id1': 'id050', 'id2': 'id080', 'value': 3.758737}}",,asap
T185,Temporal,15.79,600,"{'_source': {'id1': 'id097', 'id2': 'id073', 'value': 34.05963}}",,asap
T186,Temporal,28.36,600,"{'_source': {'id1': 'id084', 'id2': 'id040', 'value': 57.501722}}",,asap
T187,Temporal,28.01,600,"{'_source': {'id1': 'id042', 'id2': 'id086', 'value': 56.726731}}",,asap
T188,Temporal,28.30,600,"{'_source': {'id1': 'id074', 'id2': 'id047', 'value': 40.902623}}",,asap
T189,Temporal,30.81,600,"{'_source': {'id1': 'id062', 'id2': 'id047', 'value': 9.113868}}",,asap
T190,Temporal,28.51,600,"{'_source': {'id1': 'id058', 'id2': 'id022', 'value': 42.894826}}",,asap
T191,Temporal,16.90,600,"{'_source': {'id1': 'id096', 'id2': 'id024', 'value': 69.178661}}",,asap
T192,Temporal,28.40,600,"{'_source': {'id1': 'id044', 'id2': 'id006', 'value': 29.86827}}",,asap
T193,Temporal,27.01,600,"{'_source': {'id1': 'id054', 'id2': 'id087', 'value': 14.936444}}",,asap
T194,Temporal,27.63,600,"{'_source': {'id1': 'id002', 'id2': 'id033', 'value': 3.081046}}",,asap
T195,Temporal,28.70,600,"{'_source': {'id1': 'id042', 'id2': 'id086', 'value': 38.936799}}",,asap
T196,Temporal,28.64,600,"{'_source': {'id1': 'id045', 'id2': 'id007', 'value': 20.732224}}",,asap
